Month,Team,Priority,Type,Status,Count
04/01/2020,24,MEDIUM,STRATEGY,PLANNED,1
04/01/2020,35,MEDIUM,TRANSPORTATION,ON_HOLD,1
04/01/2020,1,LOW,CONTENT_MARKETING,BLOCKED,1
04/01/2020,5,LOW,COMMUNITY,COMPLETE,1
04/01/2020,5,HIGH,REPAIRS,REOPENED,1
04/01/2020,12,HIGH,COMPLIANCE,TESTING_FAILED,1
04/01/2020,41,HIGH,COMPLIANCE_IT,IN_REVIEW,1
04/01/2020,25,HIGH,LITIGATION,IN_REVIEW,1
04/01/2020,35,LOW,CRM,APPROVED,1
04/01/2020,34,MEDIUM,INCIDENT_MANAGEMENT,READY_FOR_DEPLOYMENT,1
04/01/2020,8,MEDIUM,MECHANICAL_ENGINEERING,IN_PROGRESS,1
04/01/2020,33,LOW,INCIDENT_MANAGEMENT,CLOSED,1
04/01/2020,20,MEDIUM,IT_POLICY,DEPLOYED,1
04/01/2020,14,MEDIUM,OFFBOARDING,IN_QA,1
04/01/2020,18,MEDIUM,SUPPLY_CHAIN,IN_REVIEW,1
04/01/2020,24,HIGH,DATA_GOVERNANCE,READY_FOR_DEPLOYMENT,1
04/01/2020,22,LOW,LITIGATION,MIGRATION_COMPLETE,1
04/01/2020,4,LOW,ARCHITECTURE,ON_HOLD,1
04/01/2020,28,LOW,ANALYTICS,APPROVED,1
04/01/2020,13,LOW,INCIDENT_MANAGEMENT,IN_PROGRESS,1
04/01/2020,3,HIGH,MANAGERIAL,ROLLED_BACK,1
04/01/2020,11,LOW,OFFBOARDING,COMPLETE,1
04/01/2020,37,LOW,USER_RESEARCH,COMPLETE,1
04/01/2020,36,MEDIUM,WEB_DEVELOPMENT,SCHEDULED,1
04/01/2020,9,LOW,RETAIL,COMPLETE,1
04/01/2020,32,MEDIUM,SOFTWARE_ENGINEERING,QA_PASSED,1
04/01/2020,32,MEDIUM,SUPPLY_CHAIN,MIGRATION_COMPLETE,1
04/01/2020,20,MEDIUM,MACHINE_LEARNING,READY_FOR_DEPLOYMENT,1
04/01/2020,22,LOW,ANALYTICS,ARCHIVED,1
04/01/2020,1,MEDIUM,ACCOUNT_MANAGEMENT,QA_FAILED,1
04/01/2020,22,MEDIUM,SOCIAL_MEDIA,CANCELLED,1
04/01/2020,40,HIGH,AUDITING,QA_PASSED,1
04/01/2020,19,LOW,UI_UX,DELAYED,1
04/01/2020,42,HIGH,LEGAL,IN_REVIEW,1
04/01/2020,18,HIGH,MANAGERIAL,APPROVED,1
04/01/2020,39,HIGH,SECURITY_OPERATIONS,FINALIZED,1
04/01/2020,4,LOW,QUALITY_CONTROL,SCHEDULED,1
04/01/2020,15,HIGH,TRAINING,CANCELLED,1
04/01/2020,38,MEDIUM,CONTRACTS,DELAYED,1
04/01/2020,6,LOW,PRODUCT_SUPPORT,QA_FAILED,1
04/01/2020,41,MEDIUM,INCIDENT_TICKETING,ARCHIVED,1
04/01/2020,3,LOW,REGULATORY,ROLLED_BACK,1
04/01/2020,32,LOW,QA_TESTING,DEPLOYED,1
04/01/2020,14,LOW,DISASTER_RECOVERY,APPROVED,1
04/01/2020,40,HIGH,RESEARCH,REOPENED,1
04/01/2020,36,LOW,CONTENT_MARKETING,DESIGN_PHASE,1
04/01/2020,17,HIGH,CAPACITY_PLANNING,ROLLED_BACK,1
04/01/2020,31,LOW,COMPLIANCE,ARCHIVED,1
04/01/2020,36,HIGH,SOFTWARE_ASSET,COMPLETE,1
04/01/2020,7,HIGH,SCHEDULING,ON_HOLD,1
04/01/2020,39,HIGH,RISK_MANAGEMENT,CANCELLED,1
04/01/2020,16,HIGH,PERFORMANCE_MONITORING,FINALIZED,1
04/01/2020,21,LOW,LAB_TESTING,AWAITING_INPUT,1
04/01/2020,3,LOW,SECURITY_OPERATIONS,DEPLOYED,1
04/01/2020,14,HIGH,PROCUREMENT_IT,REOPENED,1
04/01/2020,24,LOW,TIME_TRACKING,IN_QA,1
04/01/2020,17,MEDIUM,BRANDING,DELAYED,1
04/01/2020,11,HIGH,ARCHITECTURE,UAT,1
04/01/2020,21,HIGH,CCPA,ON_HOLD,1
04/01/2020,10,LOW,EXTERNAL_AUDIT,QA_PASSED,1
04/01/2020,19,LOW,CUSTOMER_SUPPORT,IN_QA,1
04/01/2020,7,MEDIUM,DATA_SCIENCE,PLANNED,1
04/01/2020,14,LOW,HR,REOPENED,1
04/01/2020,10,MEDIUM,INCIDENT_RESPONSE,REOPENED,1
04/01/2020,39,MEDIUM,EXTERNAL_AUDIT,ON_HOLD,1
04/01/2020,31,MEDIUM,PERFORMANCE,IN_QA,1
04/01/2020,41,HIGH,TRAINING_DEV,BLOCKED,1
04/01/2020,31,LOW,PROJECT_MANAGEMENT,TESTING_FAILED,1
04/01/2020,27,LOW,HARDWARE_SUPPORT,UAT,1
04/01/2020,15,HIGH,LAB_TESTING,ARCHIVED,1
04/01/2020,16,MEDIUM,IT_POLICY,DEVELOPMENT_PHASE,1
04/01/2020,22,MEDIUM,TRAINING_DEV,PLANNED,1
04/01/2020,33,MEDIUM,QUALITY_CONTROL,AWAITING_APPROVAL,1
04/01/2020,3,LOW,CHANGE_REQUESTS,IN_QA,1
04/01/2020,18,LOW,RESOURCE_MANAGEMENT,REJECTED,1
04/01/2020,31,HIGH,IT_POLICY,DEPLOYED,1
04/01/2020,21,LOW,FIELD_TESTING,IN_QA,1
04/01/2020,21,MEDIUM,DISASTER_RECOVERY,AWAITING_INPUT,1
04/01/2020,30,MEDIUM,PAYROLL,FINALIZED,1
04/01/2020,30,LOW,INDUSTRIAL_ENGINEERING,ON_HOLD,1
04/01/2020,28,HIGH,BUDGET_TRACKING,TESTING_FAILED,1
04/01/2020,38,HIGH,SHIPPING,DEPLOYED,1
04/01/2020,23,HIGH,AUDITING,IN_PROGRESS,1
04/01/2020,42,LOW,FIELD_TESTING,STAGING,1
04/01/2020,33,LOW,ASSET_MANAGEMENT,DEVELOPMENT_PHASE,1
04/01/2020,20,MEDIUM,BACKUP,READY_FOR_DEPLOYMENT,1
04/01/2020,27,HIGH,SOFTWARE_ENGINEERING,DESIGN_PHASE,1
04/01/2020,16,MEDIUM,INVOICING,TESTING_PASSED,1
04/01/2020,22,MEDIUM,ARCHITECTURE,APPROVED,1
04/01/2020,6,HIGH,BUDGETING,FINALIZED,1
04/01/2020,28,MEDIUM,PERFORMANCE,IN_PROGRESS,1
04/01/2020,23,MEDIUM,COMMUNITY,ROLLED_BACK,1
04/01/2020,21,LOW,CAMPAIGNS,PLANNED,1
04/01/2020,7,LOW,ACCOUNT_MANAGEMENT,QA_FAILED,1
04/01/2020,8,HIGH,WAREHOUSING,AWAITING_INPUT,1
04/01/2020,18,LOW,PROJECT_MANAGEMENT,MIGRATION_COMPLETE,1
04/01/2020,14,HIGH,PERFORMANCE,ON_HOLD,1
04/01/2020,18,LOW,INNOVATION,UAT,1
04/01/2020,22,MEDIUM,STRATEGY,MIGRATING,1
04/01/2020,23,MEDIUM,RELEASE_MANAGEMENT,CLOSED,1
04/01/2020,8,LOW,VULNERABILITY_MANAGEMENT,IN_REVIEW,1
04/01/2020,26,MEDIUM,LOGISTICS,CLOSED,1
04/01/2020,33,HIGH,CHEMICAL_ENGINEERING,BLOCKED,1
04/01/2020,22,MEDIUM,EMAIL_MARKETING,READY_FOR_DEPLOYMENT,1
04/01/2020,32,MEDIUM,DISASTER_RECOVERY,REOPENED,1
04/01/2020,25,LOW,SOFTWARE_SUPPORT,NOT_STARTED,1
04/01/2020,43,HIGH,CCPA,APPROVED,1
04/01/2020,7,HIGH,PERFORMANCE,ROLLED_BACK,1
04/01/2020,16,MEDIUM,SOFTWARE_SUPPORT,FINALIZED,1
04/01/2020,29,LOW,FINANCIAL,ARCHIVED,1
04/01/2020,43,LOW,KNOWLEDGE_MANAGEMENT,BLOCKED,1
05/01/2020,3,MEDIUM,CONTRACTS,ARCHIVED,1
05/01/2020,22,HIGH,SOFTWARE,COMPLETE,1
05/01/2020,18,MEDIUM,CIVIL_ENGINEERING,APPROVED,1
05/01/2020,2,HIGH,ADVERTISING,CANCELLED,1
05/01/2020,10,MEDIUM,CHANGE_REQUESTS,REJECTED,1
05/01/2020,18,HIGH,LITIGATION,UNDER_TEST,1
05/01/2020,10,LOW,RESEARCH,IN_PROGRESS,1
05/01/2020,8,HIGH,STRATEGY,SCHEDULED,1
05/01/2020,3,MEDIUM,ADVERTISING,NOT_STARTED,1
05/01/2020,8,LOW,COST_ESTIMATION,FINALIZED,1
05/01/2020,40,HIGH,PRODUCT_SUPPORT,TESTING_PASSED,1
05/01/2020,18,MEDIUM,CHEMICAL_ENGINEERING,NOT_STARTED,1
05/01/2020,28,LOW,SEO,AWAITING_INPUT,1
05/01/2020,41,HIGH,ELECTRICAL_ENGINEERING,UNDER_TEST,1
05/01/2020,26,MEDIUM,LEGAL,QA_FAILED,1
05/01/2020,15,LOW,DISASTER_RECOVERY,DEPLOYED,1
05/01/2020,40,MEDIUM,VENDOR_MANAGEMENT,PLANNED,1
05/01/2020,7,MEDIUM,EXTERNAL_AUDIT,MIGRATION_COMPLETE,1
05/01/2020,2,LOW,SOFTWARE,DESIGN_PHASE,1
05/01/2020,13,MEDIUM,AUDITING,DEPLOYED,1
05/01/2020,20,MEDIUM,CAPACITY_PLANNING,NOT_STARTED,1
05/01/2020,12,LOW,MANUFACTURING,APPROVED,1
05/01/2020,34,LOW,INSPECTIONS,SCHEDULED,1
05/01/2020,14,MEDIUM,ACCOUNT_MANAGEMENT,QA_FAILED,1
05/01/2020,11,MEDIUM,WEB_DEVELOPMENT,UAT,1
05/01/2020,3,MEDIUM,PROCUREMENT,DESIGN_PHASE,1
05/01/2020,4,MEDIUM,ARCHITECTURE,READY_FOR_DEPLOYMENT,1
05/01/2020,35,HIGH,STRATEGY,CANCELLED,1
05/01/2020,22,LOW,DATA_GOVERNANCE,TESTING_PASSED,1
05/01/2020,24,MEDIUM,FIELD_TESTING,FINALIZED,1
05/01/2020,18,LOW,PRODUCT_SUPPORT,BLOCKED,1
05/01/2020,41,MEDIUM,VENDOR_MANAGEMENT,FINALIZED,1
05/01/2020,33,MEDIUM,ANALYTICS,NOT_STARTED,1
05/01/2020,1,HIGH,WAREHOUSING,UNDER_TEST,1
05/01/2020,42,HIGH,ARTIFICIAL_INTELLIGENCE,REOPENED,1
05/01/2020,21,LOW,FULFILLMENT,ROLLED_BACK,1
05/01/2020,15,MEDIUM,HARDWARE_SUPPORT,ON_HOLD,1
05/01/2020,14,HIGH,RETENTION,IN_REVIEW,1
05/01/2020,33,MEDIUM,SERVICE_REQUESTS,MIGRATING,1
05/01/2020,19,HIGH,UI_UX,AWAITING_INPUT,1
05/01/2020,12,LOW,INFRASTRUCTURE,ARCHIVED,1
05/01/2020,1,LOW,CRM,AWAITING_INPUT,1
05/01/2020,29,MEDIUM,ONBOARDING,SCHEDULED,1
05/01/2020,30,LOW,INVESTMENT,APPROVED,1
05/01/2020,29,MEDIUM,TRAINING,MIGRATING,1
05/01/2020,31,MEDIUM,CAPACITY_PLANNING,ARCHIVED,1
05/01/2020,14,LOW,PERFORMANCE_MONITORING,MIGRATING,1
05/01/2020,20,HIGH,HR,SCHEDULED,1
05/01/2020,21,HIGH,CLOUD_COMPUTING,BLOCKED,1
05/01/2020,2,MEDIUM,NETWORKING,CLOSED,1
05/01/2020,16,HIGH,SALES,COMPLETE,1
05/01/2020,16,MEDIUM,INFRASTRUCTURE,IN_PROGRESS,1
05/01/2020,21,HIGH,FULFILLMENT,DEPLOYED,1
05/01/2020,16,LOW,CRM,APPROVED,1
05/01/2020,20,HIGH,SOCIAL_MEDIA,REOPENED,1
05/01/2020,17,MEDIUM,LAB_TESTING,TESTING_FAILED,1
05/01/2020,9,MEDIUM,CCPA,TESTING_FAILED,1
05/01/2020,17,HIGH,SOFTWARE,UAT,1
05/01/2020,21,LOW,INVOICING,STAGING,1
05/01/2020,7,LOW,RESEARCH,UNDER_TEST,1
05/01/2020,15,HIGH,DEVOPS,DESIGN_PHASE,1
05/01/2020,33,MEDIUM,SEO,CANCELLED,1
05/01/2020,34,MEDIUM,MECHANICAL_ENGINEERING,TESTING_PASSED,1
05/01/2020,16,MEDIUM,COST_ESTIMATION,PLANNED,1
05/01/2020,9,MEDIUM,QUALITY_CONTROL,IN_PROGRESS,1
05/01/2020,23,HIGH,FULFILLMENT,UNDER_TEST,1
05/01/2020,2,HIGH,CAMPAIGNS,APPROVED,1
05/01/2020,5,HIGH,HARDWARE_SUPPORT,ARCHIVED,1
05/01/2020,6,MEDIUM,PROBLEM_MANAGEMENT,IN_PROGRESS,2
05/01/2020,39,HIGH,ACCOUNT_MANAGEMENT,DEVELOPMENT_PHASE,1
05/01/2020,43,LOW,INCIDENT_TICKETING,ARCHIVED,1
05/01/2020,28,HIGH,SALES,REJECTED,1
05/01/2020,43,MEDIUM,CONFIGURATION_MANAGEMENT,DEPLOYED,1
05/01/2020,10,HIGH,SOFTWARE_ENGINEERING,DEPLOYED,1
05/01/2020,19,LOW,SECURITY_POLICY,PLANNED,1
05/01/2020,26,LOW,LICENSE_MANAGEMENT,DEVELOPMENT_PHASE,1
05/01/2020,34,LOW,INNOVATION,DESIGN_PHASE,1
05/01/2020,17,MEDIUM,LOGISTICS,DESIGN_PHASE,1
05/01/2020,17,HIGH,PROJECT_MANAGEMENT,MIGRATION_COMPLETE,1
05/01/2020,15,HIGH,CCPA,CANCELLED,1
05/01/2020,23,HIGH,INVOICING,IN_REVIEW,1
05/01/2020,25,MEDIUM,INCIDENT_RESPONSE,BLOCKED,1
05/01/2020,40,LOW,MANAGERIAL,UAT,1
05/01/2020,6,MEDIUM,RETENTION,QA_PASSED,1
05/01/2020,16,MEDIUM,FIELD_TESTING,UAT,1
05/01/2020,4,LOW,HARDWARE_ASSET,AWAITING_APPROVAL,1
05/01/2020,6,MEDIUM,DATA_PRIVACY,REJECTED,1
05/01/2020,3,MEDIUM,HR,AWAITING_INPUT,1
05/01/2020,26,LOW,MECHANICAL_ENGINEERING,NOT_STARTED,1
05/01/2020,44,MEDIUM,DATABASE_MANAGEMENT,DEPLOYED,1
05/01/2020,17,MEDIUM,BUDGETING,QA_PASSED,1
05/01/2020,9,MEDIUM,MOBILE_DEVELOPMENT,AWAITING_INPUT,1
05/01/2020,30,LOW,CAMPAIGNS,IN_PROGRESS,1
05/01/2020,40,MEDIUM,TIME_TRACKING,COMPLETE,1
05/01/2020,6,HIGH,ACCESS_CONTROL,IN_QA,1
05/01/2020,22,HIGH,TIME_TRACKING,APPROVED,1
05/01/2020,42,LOW,REGULATORY,CANCELLED,1
05/01/2020,21,MEDIUM,DEVELOPMENT,ROLLED_BACK,1
05/01/2020,8,MEDIUM,STAFFING,DEVELOPMENT_PHASE,1
05/01/2020,22,HIGH,FIELD_TESTING,AWAITING_INPUT,1
05/01/2020,26,HIGH,WAREHOUSING,REOPENED,1
05/01/2020,14,LOW,SHIPPING,REJECTED,1
05/01/2020,13,LOW,DOCUMENTATION,COMPLETE,1
05/01/2020,13,MEDIUM,LITIGATION,DESIGN_PHASE,1
05/01/2020,38,LOW,AUDITING,BLOCKED,1
05/01/2020,8,HIGH,PERFORMANCE_MONITORING,BLOCKED,1
05/01/2020,25,MEDIUM,SOFTWARE_ENGINEERING,BLOCKED,1
05/01/2020,1,MEDIUM,DOCUMENTATION,AWAITING_INPUT,1
05/01/2020,15,MEDIUM,ERP,READY_FOR_DEPLOYMENT,1
05/01/2020,3,HIGH,INFRASTRUCTURE,QA_PASSED,1
05/01/2020,4,MEDIUM,MAINTENANCE,IN_REVIEW,1
05/01/2020,13,MEDIUM,SUPPLY_CHAIN,QA_FAILED,1
05/01/2020,44,HIGH,INCIDENT_RESPONSE,MIGRATING,1
05/01/2020,26,LOW,HARDWARE_ASSET,AWAITING_INPUT,1
05/01/2020,6,HIGH,STRATEGY,DESIGN_PHASE,1
05/01/2020,38,HIGH,SOFTWARE_ENGINEERING,PLANNED,1
05/01/2020,29,LOW,IT_SUPPORT,ON_HOLD,1
05/01/2020,10,MEDIUM,INVOICING,TESTING_PASSED,1
05/01/2020,11,MEDIUM,SERVICE_REQUESTS,ROLLED_BACK,1
05/01/2020,23,HIGH,MANUFACTURING,UNDER_TEST,1
05/01/2020,16,MEDIUM,WAREHOUSING,CANCELLED,1
05/01/2020,4,MEDIUM,CIVIL_ENGINEERING,AWAITING_APPROVAL,1
05/01/2020,1,MEDIUM,INTERNAL_AUDIT,AWAITING_APPROVAL,1
05/01/2020,27,LOW,COMPLIANCE_IT,REJECTED,1
05/01/2020,13,MEDIUM,DATA_SCIENCE,REOPENED,1
05/01/2020,30,LOW,RESEARCH,AWAITING_APPROVAL,1
05/01/2020,2,HIGH,RESOURCE_MANAGEMENT,ROLLED_BACK,1
05/01/2020,10,LOW,WHOLESALE,STAGING,1
05/01/2020,1,LOW,AUDITING,QA_PASSED,1
05/01/2020,2,HIGH,KNOWLEDGE_MANAGEMENT,IN_QA,1
05/01/2020,14,MEDIUM,AUDITING,IN_QA,1
05/01/2020,32,LOW,MONITORING,COMPLETE,1
05/01/2020,30,MEDIUM,INVENTORY,QA_PASSED,1
05/01/2020,12,HIGH,WEB_DEVELOPMENT,IN_QA,1
05/01/2020,30,HIGH,INCIDENT_RESPONSE,DEVELOPMENT_PHASE,1
05/01/2020,3,HIGH,DEVOPS,ARCHIVED,1
05/01/2020,16,HIGH,CHANGE_REQUESTS,ARCHIVED,1
05/01/2020,6,LOW,FULFILLMENT,APPROVED,1
05/01/2020,16,LOW,COMPLIANCE_IT,COMPLETE,1
05/01/2020,25,LOW,PRODUCT_SUPPORT,REJECTED,1
05/01/2020,37,LOW,VENDOR_MANAGEMENT,TESTING_FAILED,1
05/01/2020,19,HIGH,MAINTENANCE,NOT_STARTED,1
05/01/2020,10,LOW,WEB_DEVELOPMENT,UAT,1
05/01/2020,11,LOW,REPAIRS,BLOCKED,1
05/01/2020,34,MEDIUM,COMPLIANCE,APPROVED,1
05/01/2020,44,LOW,BRANDING,MIGRATING,1
05/01/2020,5,MEDIUM,INFRASTRUCTURE,AWAITING_APPROVAL,1
05/01/2020,20,HIGH,ESCALATIONS,COMPLETE,1
05/01/2020,31,HIGH,SEO,STAGING,1
05/01/2020,4,LOW,INSPECTIONS,READY_FOR_DEPLOYMENT,1
05/01/2020,18,LOW,PAYROLL_MANAGEMENT,DESIGN_PHASE,1
05/01/2020,30,MEDIUM,COMPLIANCE,DEPLOYED,1
05/01/2020,30,LOW,ACCOUNT_MANAGEMENT,UNDER_TEST,1
05/01/2020,20,HIGH,TAXATION,NOT_STARTED,1
05/01/2020,5,HIGH,PAYROLL,UNDER_TEST,1
05/01/2020,43,HIGH,SHIPPING,REJECTED,1
05/01/2020,1,LOW,PRODUCT_MANAGEMENT,MIGRATING,1
05/01/2020,28,LOW,HARDWARE_ASSET,QA_FAILED,1
05/01/2020,39,LOW,LOGISTICS,BLOCKED,1
05/01/2020,32,LOW,BENEFITS,PLANNED,1
05/01/2020,42,LOW,PRODUCT_MANAGEMENT,MIGRATION_COMPLETE,1
05/01/2020,20,LOW,LAB_TESTING,MIGRATION_COMPLETE,1
05/01/2020,28,LOW,KPI_TRACKING,AWAITING_INPUT,1
05/01/2020,16,HIGH,INVOICING,STAGING,1
05/01/2020,30,MEDIUM,EMAIL_MARKETING,ON_HOLD,1
05/01/2020,33,HIGH,INNOVATION,COMPLETE,1
05/01/2020,31,HIGH,CRM,APPROVED,1
05/01/2020,18,HIGH,PAYROLL,ROLLED_BACK,1
05/01/2020,32,HIGH,RESEARCH,COMPLETE,1
05/01/2020,36,LOW,ONBOARDING,PLANNED,1
05/01/2020,19,LOW,PLANNING,ON_HOLD,1
05/01/2020,37,MEDIUM,VULNERABILITY_MANAGEMENT,FINALIZED,1
05/01/2020,26,HIGH,SOFTWARE_ENGINEERING,READY_FOR_DEPLOYMENT,1
05/01/2020,35,HIGH,PROJECT_MANAGEMENT,DESIGN_PHASE,1
05/01/2020,23,HIGH,COMMUNITY,REJECTED,1
05/01/2020,44,MEDIUM,INVOICING,FINALIZED,1
05/01/2020,12,MEDIUM,MARKETING,REJECTED,1
05/01/2020,38,LOW,PERFORMANCE_MONITORING,IN_PROGRESS,1
05/01/2020,20,HIGH,TRAINING_DEV,COMPLETE,1
05/01/2020,4,MEDIUM,CLIENT_RELATIONS,TESTING_PASSED,1
05/01/2020,42,LOW,PLANNING,QA_PASSED,1
05/01/2020,6,HIGH,ELECTRICAL_ENGINEERING,DESIGN_PHASE,1
05/01/2020,27,HIGH,CHEMICAL_ENGINEERING,REJECTED,1
05/01/2020,23,HIGH,ANALYTICS,DESIGN_PHASE,1
05/01/2020,21,LOW,QA_TESTING,AWAITING_INPUT,1
05/01/2020,44,LOW,PROBLEM_MANAGEMENT,IN_QA,1
05/01/2020,34,HIGH,SUPPLY_CHAIN,STAGING,1
05/01/2020,37,MEDIUM,PATENTS,DEVELOPMENT_PHASE,1
05/01/2020,14,LOW,CIVIL_ENGINEERING,BLOCKED,1
05/01/2020,11,MEDIUM,FULFILLMENT,DELAYED,1
05/01/2020,27,MEDIUM,TRAINING_DEV,QA_FAILED,1
05/01/2020,19,MEDIUM,RELEASE_MANAGEMENT,QA_FAILED,1
05/01/2020,17,LOW,FINANCIAL,PLANNED,1
05/01/2020,26,MEDIUM,QA_TESTING,NOT_STARTED,1
05/01/2020,4,LOW,QUALITY_CONTROL,NOT_STARTED,1
05/01/2020,35,LOW,INCIDENT_TICKETING,REJECTED,1
05/01/2020,33,LOW,SCHEDULING,FINALIZED,1
05/01/2020,34,LOW,PROCUREMENT,BLOCKED,1
05/01/2020,4,LOW,MACHINE_LEARNING,READY_FOR_DEPLOYMENT,1
05/01/2020,8,HIGH,TRAINING,PLANNED,1
05/01/2020,25,HIGH,PROCUREMENT_IT,READY_FOR_DEPLOYMENT,1
05/01/2020,9,HIGH,DATA_PRIVACY,QA_FAILED,1
05/01/2020,5,MEDIUM,RETAIL,DELAYED,1
05/01/2020,33,MEDIUM,CUSTOMER_SUPPORT,AWAITING_APPROVAL,1
05/01/2020,23,HIGH,CUSTOMER_SUPPORT,CANCELLED,1
05/01/2020,44,HIGH,PATENTS,CLOSED,1
05/01/2020,23,LOW,PROCUREMENT,TESTING_PASSED,1
05/01/2020,18,HIGH,GOVERNANCE,AWAITING_INPUT,1
05/01/2020,34,MEDIUM,COMPLIANCE_IT,STAGING,1
05/01/2020,27,LOW,OPERATIONS,AWAITING_APPROVAL,1
05/01/2020,9,LOW,PAYROLL,TESTING_FAILED,1
05/01/2020,29,HIGH,GDPR,READY_FOR_DEPLOYMENT,1
05/01/2020,28,HIGH,TRAINING,NOT_STARTED,1
05/01/2020,15,HIGH,WHOLESALE,PLANNED,1
05/01/2020,37,MEDIUM,BACKUP,DEPLOYED,1
05/01/2020,3,HIGH,RETENTION,DELAYED,1
05/01/2020,23,HIGH,ACCESS_CONTROL,STAGING,1
05/01/2020,25,HIGH,MONITORING,IN_PROGRESS,1
05/01/2020,12,HIGH,DATABASE_MANAGEMENT,CLOSED,1
05/01/2020,37,HIGH,PROJECT_MANAGEMENT,UNDER_TEST,1
05/01/2020,29,LOW,ASSET_MANAGEMENT,IN_QA,1
05/01/2020,37,MEDIUM,CCPA,SCHEDULED,1
05/01/2020,5,HIGH,RETENTION,CANCELLED,1
05/01/2020,42,LOW,BIOMEDICAL,APPROVED,1
05/01/2020,36,MEDIUM,ONBOARDING,REJECTED,1
05/01/2020,21,MEDIUM,ENVIRONMENTAL,NOT_STARTED,1
05/01/2020,9,MEDIUM,LOGISTICS,CANCELLED,1
05/01/2020,20,MEDIUM,SEO,REOPENED,1
05/01/2020,38,LOW,LAB_TESTING,READY_FOR_DEPLOYMENT,1
05/01/2020,43,MEDIUM,CONTRACTS,NOT_STARTED,1
05/01/2020,38,HIGH,INDUSTRIAL_ENGINEERING,DELAYED,1
05/01/2020,20,MEDIUM,ENVIRONMENTAL,IN_REVIEW,1
05/01/2020,25,LOW,CONTRACTS,PLANNED,1
05/01/2020,25,HIGH,PRODUCT_MANAGEMENT,DEPLOYED,1
05/01/2020,39,MEDIUM,LAB_TESTING,PLANNED,1
05/01/2020,8,MEDIUM,PRODUCT_MANAGEMENT,BLOCKED,1
05/01/2020,25,HIGH,MONITORING,MIGRATING,1
05/01/2020,39,LOW,CHEMICAL_ENGINEERING,REOPENED,1
05/01/2020,41,MEDIUM,CHEMICAL_ENGINEERING,UAT,1
05/01/2020,19,MEDIUM,BRANDING,ARCHIVED,1
05/01/2020,40,MEDIUM,INCIDENT_MANAGEMENT,SCHEDULED,1
05/01/2020,24,LOW,DATA_PRIVACY,REOPENED,1
05/01/2020,35,LOW,VENDOR_MANAGEMENT,ON_HOLD,1
05/01/2020,26,HIGH,AUDITING,READY_FOR_DEPLOYMENT,1
05/01/2020,14,LOW,VULNERABILITY_MANAGEMENT,BLOCKED,1
05/01/2020,40,MEDIUM,TAXATION,STAGING,1
05/01/2020,25,LOW,VULNERABILITY_MANAGEMENT,UNDER_TEST,1
05/01/2020,4,LOW,RELEASE_MANAGEMENT,ON_HOLD,1
05/01/2020,12,LOW,ELECTRICAL_ENGINEERING,DELAYED,1
05/01/2020,21,LOW,SALES,MIGRATION_COMPLETE,1
05/01/2020,9,LOW,OPERATIONS,QA_FAILED,1
05/01/2020,36,LOW,PERFORMANCE,IN_PROGRESS,1
05/01/2020,13,HIGH,DOCUMENTATION,DEPLOYED,1
05/01/2020,18,HIGH,MECHANICAL_ENGINEERING,UAT,1
05/01/2020,14,LOW,VENDOR_MANAGEMENT,APPROVED,1
05/01/2020,20,HIGH,DATA_GOVERNANCE,CANCELLED,1
05/01/2020,21,LOW,RETENTION,IN_PROGRESS,1
05/01/2020,2,LOW,MARKETING,SCHEDULED,1
05/01/2020,5,MEDIUM,CLIENT_RELATIONS,DESIGN_PHASE,1
05/01/2020,16,MEDIUM,LITIGATION,IN_REVIEW,1
05/01/2020,11,MEDIUM,EVENTS,TESTING_PASSED,1
05/01/2020,42,HIGH,INCIDENT_MANAGEMENT,ARCHIVED,1
05/01/2020,19,MEDIUM,COST_ESTIMATION,QA_FAILED,1
05/01/2020,34,MEDIUM,HARDWARE_SUPPORT,IN_REVIEW,1
05/01/2020,10,MEDIUM,LOGISTICS,MIGRATION_COMPLETE,1
05/01/2020,35,MEDIUM,PRODUCT_MANAGEMENT,STAGING,1
05/01/2020,1,MEDIUM,LOGISTICS,QA_FAILED,1
05/01/2020,2,LOW,ERP,UAT,1
05/01/2020,40,HIGH,SLA_MANAGEMENT,AWAITING_APPROVAL,1
05/01/2020,23,MEDIUM,CAPACITY_PLANNING,PLANNED,1
05/01/2020,17,MEDIUM,SOFTWARE_SUPPORT,COMPLETE,1
05/01/2020,13,MEDIUM,COMPLIANCE,UNDER_TEST,1
05/01/2020,20,LOW,CHEMICAL_ENGINEERING,UAT,1
05/01/2020,30,LOW,COST_ESTIMATION,UAT,1
05/01/2020,8,HIGH,PUBLIC_RELATIONS,IN_QA,1
05/01/2020,31,MEDIUM,RESOURCE_MANAGEMENT,FINALIZED,1
05/01/2020,30,HIGH,INCIDENT_RESPONSE,UAT,1
05/01/2020,42,MEDIUM,OFFBOARDING,DEVELOPMENT_PHASE,1
05/01/2020,29,MEDIUM,HARDWARE_SUPPORT,REJECTED,1
05/01/2020,38,LOW,BUDGETING,CLOSED,1
05/01/2020,42,HIGH,PROBLEM_MANAGEMENT,ARCHIVED,1
05/01/2020,23,LOW,MAINTENANCE,ON_HOLD,1
05/01/2020,36,MEDIUM,SALES,SCHEDULED,1
05/01/2020,41,HIGH,PROCUREMENT_IT,DESIGN_PHASE,1
05/01/2020,5,LOW,ACCOUNTING,QA_FAILED,1
